make,model,year,price,odometer
Suzuki,Alto,2014,5950.0,168815
Volkswagen,Passat Variant,2018,14990.0,96500
Ford,S-Max,2016,14900.0,167000
Nissan,Qashqai,2021,15900.0,103000
Jeep,Compass,2022,25985.0,5500
Jeep,Compass,2020,18490.0,96000
Citroen,C8,2011,4000.0,284000
Chevrolet,Orlando,2013,10750.0,97000
Ford,Focus,2006,10995.0,128490
Ford,Mondeo,2007,750.0,143000
Jeep,Avenger,2024,23750.0,27333
Fiat,Ducato,2018,14890.0,1
SEAT,Tarraco,2021,28449.0,92450
Dodge,RAM,2019,35000.0,35000
Suzuki,Ignis,2017,11475.0,38501
Kia,Niro,2017,14500.0,63058
Citroen,C4 Cactus,2018,13649.0,33546
Chevrolet,Captiva,2010,8400.0,129874
Suzuki,Vitara,2025,24950.0,10
Chevrolet,Corvette,1972,34000.0,49000
Honda,CR-V,2019,22900.0,95000
Corvette,C8,2021,89998.0,37446
Dodge,RAM,2020,45310.0,183056
Skoda,Superb,2020,21995.0,90490
Tesla,Model 3,2022,31000.0,23133
Volvo,XC40,2022,29890.0,43372
Jeep,Grand Cherokee,2019,33900.0,99190
Skoda,Superb,2019,26350.0,89450
Skoda,Kodiaq,2024,38750.0,20
SEAT,Alhambra,2021,29950.0,37750
Lexus,UX 200,2019,19990.0,73780
Ford,Focus,2019,10900.0,105725
Dacia,Jogger,2024,27990.0,1500
SEAT,Alhambra,2014,11490.0,101109
Jaguar,F-Pace,2017,29990.0,46300
Jeep,Renegade,2020,17990.0,128517
Honda,CR-V,2023,49685.0,9999
Chevrolet,Camaro,2017,32000.0,68500
CUPRA,Formentor,2022,29999.0,32000
Dodge,Charger,2018,39900.0,50000
Honda,S 2000,2003,29950.0,122302
Fiat,500X,2024,18950.0,100
Audi,A3,2022,29948.0,32317
Nissan,Qashqai,2023,25990.0,33564
Jeep,Renegade,2017,9990.0,239000
SEAT,Ibiza,2014,9495.0,162658
Citroen,C3,2019,11990.0,97790
Jaguar,E-Pace,2021,29590.0,56637
Nissan,Micra,2017,9990.0,99000
Renault,Scenic,2020,10900.0,160000
Volvo,V70,2012,6950.0,193671
Volkswagen,Caddy,2020,15946.0,32000
Renault,Megane,2015,8499.0,54561
Aston-Martin,DBX,2021,164000.0,29691
Dacia,Sandero,2024,16750.0,99
Fiat,500C,2019,9490.0,89678
Fiat,Panda,2009,3990.0,112676
BMW,218,2015,9450.0,170966
Ford,Galaxy,2017,19950.0,115800
Chevrolet,Lacetti,2008,4990.0,101438
Suzuki,Vitara,2016,11860.0,103325
Tesla,Model 3,2021,29500.0,76205
Jaguar,E-Pace,2020,28900.0,85083
Audi,Q3,2012,16880.0,80000
Chevrolet,Trailblazer,2004,4400.0,390000
Bentley,Continental,2006,39900.0,130794
Alfa-Romeo,Stelvio,2023,53900.0,20
Hyundai,i10,2021,10290.0,48155
Hyundai,KONA,2020,19850.0,90836
Peugeot,308,2016,6350.0,158540
Jaguar,XE,2020,34890.0,1550
Peugeot,508,2021,20890.0,40200
Kia,ProCeed / pro_cee'd,2022,28479.0,24054
Mercedes-Benz,C 300,2019,31900.0,60000
Kia,Sportage,2017,14945.0,102763
Volvo,XC60,2023,34850.0,61300
Volkswagen,T6.1 Transporter,2022,18750.0,4256
Volkswagen,Crafter,2017,19992.0,189000
Peugeot,2008,2016,9900.0,85941
Opel,Insignia,2015,7999.0,183200
Hyundai,NEXO,2020,17990.0,77350
Jeep,Compass,2021,23990.0,55000
Chevrolet,Blazer,1984,34990.0,72000
Maserati,Ghibli,2018,30990.0,81200
Chevrolet,Kalos,2007,1490.0,147790
Tesla,Model X,2018,41950.0,74000
Lexus,NX 300,2022,49900.0,49052
Renault,Megane,2017,10449.0,134281
Jeep,Compass,2018,15900.0,120832
Ford,Ranger,2022,38400.0,48360
Audi,A1,2010,7300.0,142000
Alfa-Romeo,Stelvio,2023,49440.0,8060
Jeep,Renegade,2019,15500.0,61630
Mercedes-Benz,C 250,2015,18480.0,140000
Fiat,Ducato,2008,5400.0,223000
Jaguar,E-Pace,2019,21900.0,70000
Dodge,RAM,2020,65000.0,41700
Renault,ZOE,2020,10210.0,20912
Lexus,IS 300,2020,20990.0,124000
Corvette,C3,1980,18900.0,48000
Lexus,UX 250h,2020,25940.0,143751
Citroen,C4,2024,21900.0,10
Land-Rover,Range Rover Sport,2014,18900.0,216443
Porsche,Cayenne,2018,42000.0,152870
Skoda,Scala,2020,13900.0,76911
Tesla,Model X,2023,85450.0,21000
Citroen,C3 Aircross,2019,12950.0,58500
Jeep,Renegade,2022,19800.0,19400
BMW,116,2006,3499.0,170000
Toyota,Yaris,2000,2290.0,100000
Volkswagen,Polo,2020,17890.0,21515
CUPRA,Formentor,2023,25980.0,27293
Porsche,Cayman,2021,79999.0,35800
Jeep,Compass,2021,21900.0,46000
Opel,Astra,2023,20480.0,20994
Honda,Civic,2021,45900.0,4586
Peugeot,206,2009,1740.0,233991
Citroen,Berlingo,2019,15490.0,37948
Jaguar,XJ,2007,14950.0,165414
Lamborghini,Urus,2020,269890.0,12616
Mercedes-Benz,C 220,2012,13260.0,150000
BMW,420,2017,16500.0,144123
Suzuki,Swift,2021,10299.0,107000
Renault,Clio,2013,4975.0,154843
Volvo,V40,2016,10450.0,120902
Peugeot,508,2020,18950.0,93808
Kia,Rio,2014,5990.0,143381
Chevrolet,Orlando,2013,7999.0,177000
Renault,Kangoo,2014,6999.0,145828
Jaguar,XF,2017,19680.0,99700
Kia,Picanto,2023,16849.0,16599
Volkswagen,Passat Variant,2017,15970.0,182000
Mercedes-Benz,C 180,2024,36250.0,7000
Nissan,Qashqai,2024,25490.0,15433
Lexus,LBX,2025,30990.0,15
Jaguar,XE,2017,18200.0,77500
Fiat,500C,2019,10990.0,46350
Kia,Sorento,2024,45579.0,19632
Maserati,Ghibli,2022,47900.0,38660
Volkswagen,Tiguan,2015,11950.0,190440
Toyota,RAV 4,2017,18999.0,137000
BMW,318,2013,12690.0,164569
Volvo,V60 Cross Country,2021,31990.0,31000
Citroen,Berlingo,2020,10980.0,170750
Opel,Astra,2017,9500.0,85000
Mercedes-Benz,C 250,2016,15990.0,106000
Suzuki,Vitara,2020,16999.0,72744
Fiat,Doblo,2001,2499.0,158989
Cadillac,BLS,2010,2950.0,275403
Peugeot,3008,2019,18900.0,70000
Jaguar,E-Pace,2019,18900.0,158000
Dodge,Viper,2007,132600.0,6460
Hyundai,i30,2016,12249.0,85789
Opel,Astra,2019,11990.0,98518
Lexus,NX 300h,2019,25090.0,117218
Chevrolet,Captiva,2008,2995.0,247319
Cadillac,XT4,2022,32800.0,45000
Cadillac,BLS,2006,2900.0,183138
Volvo,XC40,2020,34599.0,18435
BMW,X3,2021,34590.0,44290
SEAT,Leon,2016,11950.0,147000
Fiat,Tipo,2020,14700.0,76098
Jaguar,XF,2021,34900.0,57981
Dacia,Sandero,2021,10650.0,9600
Toyota,Corolla,2019,19950.0,81681
Nissan,Qashqai,2022,20900.0,53818
Chevrolet,Orlando,2012,2500.0,160000
Ford,Puma,2022,18990.0,14000
Volvo,XC40,2024,33990.0,30015
Peugeot,208,2024,13950.0,10
Jaguar,E-Pace,2019,23000.0,130900
Jeep,Renegade,2021,19900.0,30000
Cadillac,STS,2008,18990.0,8800
Suzuki,Vitara,2016,12900.0,96619
Renault,Captur,2023,19890.0,18684
Lexus,CT 200h,2011,11450.0,130779
Lexus,RC 300h,2020,33900.0,51882
Citroen,C3,2015,3950.0,104266
Volvo,XC60,2016,13500.0,141300
SEAT,Arona,2022,16890.0,49305
CUPRA,Formentor,2024,33980.0,9
Citroen,C3 Aircross,2019,10900.0,152177
Dacia,Duster,2023,16950.0,58975
Cadillac,CTS,2003,3750.0,140833
Kia,Optima,2017,13990.0,139880
Jeep,Cherokee,2014,15880.0,80000
Kia,Stonic,2024,14990.0,3346
Skoda,Enyaq,2021,26990.0,59750
Skoda,Scala,2021,21890.0,15000
BMW,114,2012,9990.0,74993
Honda,CR-V,2014,11400.0,138887
Jaguar,XJ6,1997,5980.0,265000
Alfa-Romeo,Giulietta,2013,7399.0,139000
Renault,Clio,2014,10950.0,139500
Tesla,Model 3,2020,28890.0,18250
Rolls-Royce,Cloud,1961,189000.0,30000
Audi,S3,2012,13760.0,155650
BMW,X1,2022,32350.0,28749
Tesla,Model 3,2022,42689.0,21755
Land-Rover,Range Rover Velar,2019,29950.0,78050
Audi,Q5,2021,32940.0,82919
Renault,Clio,2017,6500.0,34111
Volvo,XC60,2021,34440.0,35108
Porsche,Cayenne,2020,74900.0,40481
Peugeot,107,2012,3950.0,99103
SEAT,Arona,2020,15990.0,25194
Mercedes-Benz,Viano,2013,19988.0,189430
Audi,Q2,2022,24990.0,35781
Bentley,Continental GT,2025,373500.0,100
Opel,Agila,2007,1195.0,211681
Citroen,C3,2024,14450.0,1
Alfa-Romeo,Stelvio,2019,27800.0,77000
Cadillac,SRX,2005,8899.0,140555
Chevrolet,Captiva,2012,11999.0,92891
Land-Rover,Discovery,2018,24999.0,174500
Cadillac,Escalade,2024,119990.0,12900
Honda,Civic,2017,15499.0,103346
Toyota,Avensis,2009,7950.0,155135
Tesla,Model 3,2022,37450.0,21230
Dacia,Duster,2024,25790.0,24
Alfa-Romeo,Stelvio,2024,48490.0,6253
Chevrolet,Trax,2014,8900.0,114006
Mercedes-Benz,E 300,2020,34488.0,89999
Bentley,Continental GT,2021,206900.0,9900
Hyundai,BAYON,2021,12890.0,49000
BMW,118,2024,27900.0,5700
Chevrolet,Corvette,2023,134900.0,50
Hyundai,IONIQ,2017,10700.0,167000
Renault,Megane,2011,4999.0,183563
Cadillac,Escalade,2023,143000.0,1
Dodge,RAM,2014,26800.0,156000
Kia,Rio,2019,14950.0,38499
Kia,Venga,2012,6490.0,65000
Jeep,Renegade,2022,18700.0,56393
Dacia,Jogger,2023,19990.0,17344
Skoda,Rapid/Spaceback,2015,4990.0,235348
Ford,Fiesta,2010,4900.0,185000
Corvette,C7,2015,65000.0,20064
Fiat,Tipo,2018,9990.0,45700
Audi,S1,2014,16300.0,133000
Alfa-Romeo,Giulia,2019,23990.0,56587
Bentley,Continental,2010,63000.0,47970
Ford,Focus,2007,3250.0,156360
Chevrolet,Corvette,1972,35000.0,134015
Volkswagen,T-Roc,2021,28750.0,51705
Hyundai,TUCSON,2021,19800.0,30361
Cadillac,Eldorado,1984,14500.0,150000
Volkswagen,Arteon,2020,25880.0,97382
Lexus,LBX,2024,33950.0,1810
Chevrolet,Corvette,2023,129000.0,1
Cadillac,XT4,2024,39800.0,0
Jaguar,XJ8,2003,14900.0,162000
Aston-Martin,DB9,2013,109700.0,25700
Mercedes-Benz,C 220,2019,36980.0,33920
Nissan,Qashqai,2024,22800.0,20400
Volkswagen,T-Cross,2021,18800.0,47450
Renault,Kadjar,2016,13950.0,60080
Citroen,C5 Aircross,2023,21900.0,31000
Toyota,Proace,2019,29840.0,70000
Tesla,Model X,2017,49990.0,79988
Renault,Captur,2021,13932.0,39712
Honda,CR-V,2023,46980.0,15950
Peugeot,Expert,2019,22200.0,82088
Lexus,LBX,2024,34990.0,10
Land-Rover,Range Rover Evoque,2016,18999.0,134745
SEAT,Ibiza,2013,1950.0,317965
Volvo,XC90,2016,29800.0,160000
Renault,Clio,2020,15390.0,33870
Toyota,Aygo,2018,8500.0,49000
Opel,Insignia,2009,3390.0,274117
Jeep,Compass,2020,22999.0,59000
Nissan,Qashqai,2021,23600.0,21980
Suzuki,Ignis,2020,13970.0,27696
Lexus,NX 300h,2020,26220.0,67718
Rolls-Royce,Silver Spirit,1981,14950.0,116779
Dacia,Duster,2017,9991.0,129845
Opel,Grandland X,2024,26999.0,3950
Kia,Carens,2017,12990.0,102404
Mercedes-Benz,C 160,2006,1490.0,366995
Renault,Megane,2016,5499.0,218333
Dodge,Nitro,2008,12900.0,125400
Mercedes-Benz,A 180,2022,22890.0,24668
Citroen,C4 Picasso,2016,11000.0,124900
Citroen,C4 Picasso,2016,9995.0,74500
Volkswagen,Golf R,2021,38990.0,40450
Volvo,V40,2019,12900.0,108795
Toyota,Proace,2020,17750.0,111900
CUPRA,Formentor,2021,26400.0,52186
Ford,C-Max,2011,3990.0,254000
Dodge,Challenger,2023,137900.0,40
Alfa-Romeo,Giulietta,2012,6999.0,128115
Chevrolet,Astro,1995,4990.0,159000
Jaguar,F-Pace,2019,33890.0,77500
Alfa-Romeo,Tonale,2023,27950.0,42757
Cadillac,XT5,2018,29990.0,85000
Kia,Rio,2012,5499.0,163882
Jeep,Compass,2020,14440.0,123201
Honda,Civic,2008,6700.0,205000
Skoda,Octavia,2021,26490.0,79404
Land-Rover,Range Rover,2017,37200.0,208628
Nissan,X-Trail,2007,4490.0,193486
Dacia,Sandero,2023,16990.0,17605
Jeep,Wrangler,2021,44987.0,57128
Land-Rover,Range Rover,2019,59900.0,68900
Mercedes-Benz,C 180,2019,15990.0,180000
Honda,Civic,1991,13950.0,262475
Kia,Niro,2021,22900.0,29404
Mercedes-Benz,CLA 200,2018,23480.0,61161
Fiat,500,2014,7800.0,70096
Nissan,Almera Tino,2001,1499.0,105581
SEAT,Arona,2023,17980.0,24000
Audi,A1,2020,22950.0,44000
Hyundai,TUCSON,2017,13500.0,128000
Chevrolet,Express,2003,24800.0,136800
Bentley,Azure,2002,112000.0,18287
Chevrolet,Spark,2010,3990.0,87000
CUPRA,Formentor,2022,24990.0,40000
Dacia,Duster,2016,7900.0,149446
SEAT,Ibiza,2022,19950.0,37776
Fiat,500,2011,7950.0,13500
Mercedes-Benz,CLA 200,2023,34400.0,150
Audi,Q7,2021,44990.0,122820
Maserati,Grecale,2022,59400.0,50800
Rolls-Royce,Ghost,2022,349000.0,45200
Kia,Ceed / cee'd,2023,18250.0,19000
Citroen,C4,2024,20890.0,6047
Opel,Corsa,2015,8950.0,59000
Skoda,Yeti,2012,6499.0,122000
Audi,TT,2016,20990.0,144000
Aston-Martin,DB9,2007,59900.0,61000
CUPRA,Leon,2025,40980.0,300
Dacia,Spring,2024,14190.0,8577
Land-Rover,Range Rover Velar,2022,54990.0,42011
Maserati,Ghibli,2023,88680.0,59430
Land-Rover,Range Rover Evoque,2019,23500.0,59587
Audi,A5,2019,28749.0,72450
Ford,Edge,2019,27980.0,86300
Renault,Clio,2013,5900.0,130000
Corvette,C5,2000,27995.0,78950
Tesla,Model 3,2023,27777.0,111000
Audi,S8,2017,65000.0,67178
Dodge,Durango,2020,39997.0,36500
Volvo,XC40,2019,27850.0,55270
Hyundai,SANTA FE,2020,24460.0,40112
Dodge,Charger,2018,54290.0,94000
Ford,Fiesta,2018,11600.0,52100
Renault,Espace,2024,36200.0,1
Renault,Austral,2023,26890.0,24380
Fiat,500X,2019,14890.0,49000
Suzuki,Swift,2024,18344.0,50
Honda,Civic,2020,24495.0,18442
BMW,X1,2020,24995.0,79162
BMW,218,2018,10700.0,171764
Volvo,XC60,2020,37950.0,64000
Renault,Scenic,2005,2999.0,174452
Kia,Sportage,2020,16981.0,57501
Peugeot,3008,2024,33880.0,5555
Peugeot,208,2013,7650.0,139930
Citroen,C3,2021,10790.0,48586
Ford,Focus,2017,9990.0,92400
Volvo,V40,2018,15850.0,98000
Alfa-Romeo,Stelvio,2021,54495.0,32419
Volvo,V60,2020,27900.0,75511
Alfa-Romeo,Stelvio,2017,23990.0,63690
Fiat,Panda,2023,11900.0,23500
Chevrolet,Aveo,2012,3950.0,118873
Opel,Adam,2014,6597.0,123297
Kia,Sorento,2025,58990.0,10
Dodge,RAM,2018,35581.0,113625
SEAT,Ibiza,2016,7950.0,182989
Dacia,Duster,2019,12950.0,45900
Dodge,RAM,2022,52900.0,33900
BMW,330,2019,32950.0,67172
Honda,Civic,1995,15900.0,190000
Hyundai,KONA,2020,17549.0,74247
Renault,Megane,2019,15490.0,60000
Land-Rover,Discovery Sport,2021,31849.0,57502
Dodge,RAM,2018,39500.0,66000
Honda,HR-V,2024,28980.0,10
Jeep,Renegade,2019,15500.0,99008
Land-Rover,Discovery,2006,12990.0,174443
Suzuki,Vitara,2025,24950.0,10
Kia,Sportage,2025,37400.0,10
Chevrolet,Aveo,2011,4450.0,77067
Rolls-Royce,Phantom,2008,209900.0,46500
Peugeot,2008,2021,13800.0,151000
Dacia,Duster,2022,21840.0,9600
Volvo,V60,2017,10499.0,145000
CUPRA,Leon,2021,24500.0,58000
Dacia,Lodgy,2021,13550.0,63481
Maserati,Ghibli,2016,26900.0,139000
Land-Rover,Discovery Sport,2021,22980.0,89899
Cadillac,Eldorado,1989,4000.0,200000
Ferrari,458,2010,184950.0,61302
Skoda,Kodiaq,2020,27790.0,65552
SEAT,Ibiza,2023,26950.0,20558
Suzuki,S-Cross,2023,24950.0,4942
Citroen,C4 Picasso,2009,3499.0,147057
Ferrari,F430,2005,115000.0,63000
Ford,EcoSport,2019,13790.0,74986
Kia,Optima,2018,13450.0,138243
Bentley,Continental,2008,52500.0,68200
Volvo,XC60,2015,15990.0,82922
Peugeot,207,2008,3950.0,115421
Volvo,XC60,2017,17500.0,111165
Jaguar,E-Pace,2018,16995.0,143263
Volkswagen,Golf Variant,2016,12950.0,127400
Kia,Sportage,2023,27300.0,21000
Alfa-Romeo,MiTo,2014,7200.0,100000
Tesla,Model S,2017,37950.0,152529
Jeep,Compass,2022,22900.0,82000
Mercedes-Benz,A 180,2013,11600.0,156000
Fiat,Tipo,2018,6900.0,170100
Volvo,V60,2018,16950.0,135283
Cadillac,Seville,1980,10900.0,137000
Lexus,NX 300,2020,28990.0,38738
Suzuki,Vitara,2024,21900.0,21300
Hyundai,TUCSON,2017,14660.0,92671
Honda,Civic,2018,19980.0,70646
Nissan,Qashqai,2018,16945.0,125567
Suzuki,Ignis,2020,14950.0,10928
Land-Rover,Range Rover Sport,2014,15450.0,208719
Jeep,Avenger,2024,23950.0,14959
Tesla,Model 3,2020,20900.0,193000
Tesla,Model 3,2020,19950.0,109000
Toyota,Auris,2011,7950.0,169874
Hyundai,TUCSON,2022,28449.0,36510
Peugeot,207,2007,999.0,290962
Jeep,Compass,2019,15800.0,107200
Opel,Corsa,2004,2990.0,68046
Skoda,Octavia,2016,13199.0,197000
Peugeot,Rifter,2020,16900.0,96150
Hyundai,i40,2012,8995.0,206744
Toyota,Yaris,2005,4950.0,216889
Audi,A4,2018,18900.0,100000
CUPRA,Formentor,2023,27950.0,13484
Skoda,Karoq,2020,21950.0,78218
Jaguar,XF,2021,18900.0,91000
Skoda,Octavia,2012,7990.0,119465
Mercedes-Benz,CLA 250,2021,24500.0,84651
Rolls-Royce,Phantom,2019,458900.0,27500
Suzuki,S-Cross,2023,19990.0,52000
Citroen,C1,2008,1900.0,177740
Lexus,UX 300e,2023,39990.0,3279
Dacia,Sandero,2016,8995.0,40999
Nissan,Qashqai,2019,16600.0,28350
Alfa-Romeo,Tonale,2023,40995.0,12474
Rolls-Royce,Phantom,2005,119000.0,65825
Land-Rover,Range Rover Evoque,2022,34800.0,49899
Fiat,500X,2020,14890.0,33236
Nissan,Qashqai,2022,21999.0,20000
Hyundai,i30,2021,15380.0,47013
Jaguar,XF,2020,29999.0,72390
Fiat,Panda,2024,10550.0,1
Chevrolet,Captiva,2008,4499.0,257115
Opel,Grandland X,2018,12550.0,89000
Honda,CR-V,2018,13799.0,191642
Tesla,Model 3,2019,24000.0,93015
Audi,Q2,2019,16495.0,105303
Skoda,Fabia,2022,17790.0,38200
Mercedes-Benz,R 300,2009,4750.0,273982
Audi,A4 allroad,2018,23000.0,115000
Lamborghini,Huracán,2021,266000.0,14200
Jaguar,F-Pace,2016,13400.0,223000
Jeep,Wrangler,2022,142900.0,6500
Toyota,RAV 4,2017,17900.0,89000
Jaguar,XK,2007,23200.0,88500
Kia,Sportage,2013,9945.0,179259
Opel,Corsa,2020,10999.0,51468
Kia,Optima,2018,10390.0,170368
Skoda,Scala,2021,16950.0,90900
Lexus,RX 500h,2023,73990.0,15990
BMW,525,2006,3300.0,409675
Dacia,Sandero,2019,11400.0,55000
Hyundai,TUCSON,2007,2950.0,200494
Peugeot,3008,2021,25790.0,18950
Ford,Fiesta,2013,3990.0,265761
Suzuki,Swace,2021,18949.0,99509
Volkswagen,T-Cross,2020,16900.0,67000
Dacia,Duster,2021,15490.0,86500
Land-Rover,Range Rover Velar,2019,78950.0,34105
SEAT,Ibiza,2023,15990.0,10064
Volvo,V60,2020,27880.0,76604
Cadillac,XT4,2023,44200.0,9868
Cadillac,Seville,2002,6999.0,107000
Volkswagen,Golf,2010,6450.0,176755
Mercedes-Benz,ML 320,2007,10900.0,144000
Opel,Astra,2006,2750.0,117653
Citroen,C3,2023,13490.0,15520
Opel,Astra,2022,13950.0,59000
Renault,Clio,2014,7490.0,113789
Peugeot,Rifter,2020,17840.0,87027
Ford,Transit,2012,7990.0,169990
Kia,XCeed,2020,17490.0,44760
Volkswagen,Taigo,2023,22990.0,10
Skoda,Octavia,2014,5700.0,396484
Volvo,XC90,2018,31990.0,119520
Honda,HR-V,2016,14990.0,68430
Lamborghini,Aventador,2019,595900.0,1250
Nissan,Qashqai,2020,18900.0,32101
Toyota,Auris,2014,9500.0,125390
Jeep,Renegade,2022,17900.0,67000
CUPRA,Ateca,2024,38380.0,25
Volvo,S60,2022,34950.0,18000
Suzuki,Ignis,2017,13499.0,50700
Volvo,XC60,2018,24995.0,122059
Alfa-Romeo,Stelvio,2017,17490.0,165900
Mercedes-Benz,C 200,2017,18990.0,135268
Hyundai,i20,2023,15480.0,43123
Peugeot,308,2016,7490.0,116000
Volvo,V40,2016,15950.0,76640
Suzuki,Vitara,2018,13190.0,136490
Peugeot,208,2020,14990.0,30000
Dodge,Challenger,2023,39987.0,4859
Kia,XCeed,2019,21890.0,56200
Jaguar,F-Pace,2020,19900.0,155000
Chevrolet,Aveo,2010,3490.0,104000
Ford,Focus,2020,11969.0,91118
Volkswagen,Polo GTI,2020,19340.0,30462
Mercedes-Benz,GLE 500,2016,28999.0,153900
Lexus,UX 300e,2022,29999.0,20
Land-Rover,Range Rover Evoque,2025,48500.0,10
Jaguar,F-Pace,2023,50650.0,11000
Lexus,CT 200h,2018,17400.0,92000
Dacia,Duster,2025,26230.0,50
Volkswagen,T-Roc,2023,22850.0,2800
Maserati,MC20,2021,215000.0,22000
BMW,120,2018,19900.0,112500
Suzuki,S-Cross,2018,15450.0,61619
Dacia,Sandero,2019,10900.0,65020
Hyundai,i20,2024,15940.0,10
Kia,Picanto,2021,9700.0,43831
CUPRA,Formentor,2021,27390.0,14795
Maserati,Quattroporte,2014,37950.0,73077
Kia,Sportage,2013,9900.0,145163
Fiat,500,2013,5990.0,105000
Peugeot,Partner,2018,12450.0,22186
Volvo,C30,2009,2850.0,150300
Volkswagen,Touareg,2016,18490.0,154651
Mercedes-Benz,A 180,2023,26800.0,3291
Toyota,RAV 4,2020,28990.0,52190
Chevrolet,Captiva,2008,2400.0,446385
Ferrari,F8 Tributo,2021,305000.0,8200
CUPRA,Formentor,2022,28970.0,23597
Kia,Picanto,2012,6490.0,85000
Tesla,Model 3,2021,29150.0,65787
Hyundai,TUCSON,2023,25390.0,66969
Bentley,Flying Spur,2021,169000.0,57622
BMW,116,2018,15900.0,57000
Suzuki,Swace,2024,27485.0,6104
Citroen,Berlingo,2014,5750.0,197000
Maserati,MC20,2022,239900.0,7320
Kia,Niro,2021,20490.0,27500
Honda,HR-V,2019,21391.0,37320
Lexus,NX 350h,2024,49990.0,10
Tesla,Model 3,2020,25590.0,77555
Chevrolet,Malibu,2012,4700.0,158300
Cadillac,ATS,2012,11900.0,137000
Citroen,C5 Aircross,2021,18980.0,44107
CUPRA,Leon,2023,28950.0,10305
Chevrolet,Orlando,2012,12990.0,132900
BMW,340,2016,26999.0,144026
Jeep,Avenger,2024,23900.0,10
SEAT,Leon,2018,17400.0,73200
Jeep,Renegade,2020,19950.0,58238
Lamborghini,Urus,2019,224990.0,54000
Jeep,Avenger,2024,22900.0,11450
Suzuki,S-Cross,2023,20999.0,41900
Jeep,Compass,2020,19555.0,88456
Volkswagen,Golf,2016,17790.0,133000
Renault,Talisman,2019,15900.0,108000
Land-Rover,Defender,2024,74950.0,20000
Honda,Civic,2013,7990.0,193112
Hyundai,i20,2023,15940.0,38594
Alfa-Romeo,Stelvio,2018,28990.0,54000
Peugeot,208,2024,19990.0,2000
Peugeot,508,2011,7508.0,103308
Hyundai,iX35,2013,8285.0,114400
Fiat,Bravo,2012,7490.0,118967
SEAT,Tarraco,2020,23870.0,67470
Volkswagen,New Beetle,1999,1390.0,194000
Alfa-Romeo,Stelvio,2017,23890.0,100300
CUPRA,Formentor,2024,32790.0,100
Skoda,Kodiaq,2021,27900.0,67462
Toyota,Aygo,2011,4440.0,172446
Land-Rover,Range Rover Evoque,2017,18899.0,126977
Alfa-Romeo,Stelvio,2019,29980.0,78712
Suzuki,Ignis,2004,4750.0,204602
SEAT,Tarraco,2022,22850.0,110000
Bentley,Continental GT,2012,69900.0,52000
Ferrari,488,2015,264980.0,39522
Audi,A3,2014,11990.0,199000
Kia,Stonic,2024,19998.0,14196
Tesla,Model 3,2024,39760.0,16700
Peugeot,Rifter,2020,17140.0,77370
Kia,Niro,2022,26649.0,29165
Renault,Avantime,2001,10949.0,186686
Land-Rover,Range Rover Velar,2021,41600.0,49000
Suzuki,S-Cross,2021,12499.0,135209
Citroen,C5 X,2022,24990.0,25129
Audi,A3,2022,24380.0,46333
Land-Rover,Defender,2022,69990.0,6666
Maserati,Ghibli,2017,28450.0,175150
Lexus,UX 250h,2024,35990.0,8275
Lamborghini,Aventador,2019,359850.0,19812
SEAT,Ibiza,2019,11900.0,76326
Ferrari,California,2012,98000.0,66787
Citroen,C3,2019,10990.0,35000
Mercedes-Benz,CLA 200,2019,22990.0,74000
Kia,Ceed / cee'd,2014,7900.0,132989
Jaguar,I-Pace,2021,31900.0,49350
Audi,A6,2016,32990.0,95931
SEAT,Arona,2021,13900.0,39731
Audi,Q3,2020,24990.0,115803
Audi,A4,2019,31500.0,76975
Nissan,X-Trail,2019,23499.0,80000
Lexus,NX 300,2020,27990.0,104300
Corvette,C6 Coupe,2009,105000.0,24000
Alfa-Romeo,Junior,2025,28450.0,10
Toyota,Yaris Cross,2023,28795.0,2571
Kia,Stonic,2019,13700.0,55367
Fiat,500X,2015,11941.0,139500
CUPRA,Formentor,2025,42930.0,1034
Ford,Kuga,2016,11490.0,105900
Suzuki,Grand Vitara,2015,23950.0,72929
Dodge,Charger,2018,109750.0,29650
Chevrolet,Camaro,2014,17995.0,149760
Dodge,Challenger,2022,35995.0,23499
Toyota,Yaris,2022,14450.0,3850
Jeep,Renegade,2014,10216.0,169619
Opel,Crossland,2022,13989.0,30604
CUPRA,Formentor,2024,45750.0,1000
Alfa-Romeo,Giulietta,2010,7490.0,87672
SEAT,Leon,2016,9945.0,198000
Citroen,C5 Aircross,2024,26900.0,10
Porsche,Panamera,2022,127990.0,14105
Nissan,Juke,2013,9900.0,59544
Volkswagen,Passat CC,2011,10900.0,141000
Nissan,Navara,2009,10990.0,170400
Jeep,Wrangler,2013,27880.0,125000
Skoda,Fabia,2024,23990.0,10
Ferrari,Purosangue,2024,780000.0,250
Nissan,Juke,2021,14890.0,69573
Lexus,NX 300h,2021,27900.0,118622
Audi,A6,2017,24750.0,75339
Hyundai,i20,2022,14900.0,30129
BMW,X1,2020,20900.0,76919
Honda,Civic,2012,7890.0,114001
Citroen,C3,2025,19750.0,5333
Hyundai,i30,2024,26410.0,5
Volvo,V40,2019,16000.0,176177
Suzuki,Vitara,2018,15800.0,55300
Skoda,Enyaq,2021,29440.0,42900
Jaguar,F-Type,2024,69990.0,5990
Alfa-Romeo,Junior,2024,34900.0,5
Jeep,Avenger,2024,27500.0,1
Chevrolet,Corvette,2022,96900.0,33700
